Cloud Cover,Humidity,Pressure,Global Radiation,Precipitation,Sunshine,Temperature,Picnic
7.0,0.74,1.0098,2.43,0.01,7.9,22.2,False
7.0,0.67,1.0098,2.43,0.0,7.6,23.3,True
7.0,0.76,1.0142,1.48,0.04,2.2,22.3,False
2.0,0.63,1.0089,2.74,0.0,12.1,23.7,True
7.0,0.63,1.0096,1.54,0.0,1.1,23.6,True
5.0,0.77,1.0124,2.24,0.0,6.5,22.6,True
5.0,0.8,1.0105,1.78,0.71,6.9,20.8,False
7.0,0.71,1.0198,0.45,0.0,0.0,17.6,True
4.0,0.68,1.0201,2.68,0.0,11.9,19.3,True
7.0,0.82,1.013,1.22,0.42,2.8,17.5,False
8.0,0.9,1.0099,0.57,0.66,0.2,18.1,False
5.0,0.67,1.0091,2.33,0.15,9.6,22.0,False
8.0,0.91,1.0138,0.56,1.33,0.2,17.9,False
2.0,0.7,1.0131,2.24,0.0,7.7,19.2,True
7.0,0.76,1.0215,1.88,0.0,3.5,16.6,True
5.0,0.67,1.0173,2.36,0.15,7.9,19.7,False
7.0,0.8,1.0163,0.95,0.47,2.0,18.0,False
6.0,0.62,1.0149,1.82,0.13,4.0,17.8,False
7.0,0.82,1.0184,0.84,0.02,0.9,15.0,False
3.0,0.71,1.0177,2.24,0.0,9.1,18.1,True
3.0,0.71,1.0159,2.35,0.0,10.6,17.6,True
7.0,0.82,1.0169,1.24,0.02,1.9,16.9,False
5.0,0.67,1.0186,1.74,0.0,4.6,15.6,True
2.0,0.73,1.0177,2.45,0.0,12.1,15.2,True
1.0,0.69,1.0177,2.34,0.0,11.5,18.4,True
4.0,0.73,1.0227,2.12,0.0,9.6,21.5,True
1.0,0.7,1.0237,2.28,0.0,11.9,20.3,True
0.0,0.68,1.0223,2.25,0.0,12.0,19.1,True
1.0,0.73,1.0247,2.19,0.0,11.8,19.5,True
1.0,0.59,1.0246,2.25,0.0,12.0,18.1,True
4.0,0.59,1.0204,1.79,0.0,7.4,19.8,True
7.0,0.68,1.0192,1.79,0.54,7.0,22.1,False
7.0,0.88,1.014,0.74,0.6,0.2,17.4,False
5.0,0.78,1.025,1.34,0.0,3.6,13.7,True
1.0,0.74,1.0193,2.02,0.0,11.5,15.9,True
7.0,0.86,1.0193,0.5,0.02,0.5,14.2,False
6.0,0.71,1.0193,1.56,0.0,5.6,15.8,True
7.0,0.66,1.0214,1.39,0.0,3.8,13.9,True
7.0,0.58,1.0224,0.97,0.0,1.4,13.4,False
7.0,0.72,1.0136,0.36,1.09,0.0,15.9,False
5.0,0.86,1.016,1.08,0.78,2.4,10.1,False
8.0,0.88,1.0217,0.7,0.28,0.4,10.5,False
8.0,0.83,1.0242,0.36,0.0,0.0,10.6,False
7.0,0.82,1.0244,1.0,0.03,1.2,12.1,False
7.0,0.82,1.0216,0.76,0.0,0.3,15.0,False
7.0,0.8,1.0203,1.42,0.01,5.6,16.2,False
7.0,0.79,1.0229,0.89,0.0,1.2,14.9,True
6.0,0.74,1.0234,1.6,0.0,7.9,15.0,True
6.0,0.73,1.018,1.4,0.0,7.4,17.1,True
1.0,0.7,1.0159,1.56,0.0,9.5,18.2,True
8.0,0.85,1.0184,0.34,0.21,0.1,15.9,False
7.0,0.9,1.0154,0.82,1.18,1.7,14.4,False
8.0,0.94,1.0142,0.19,1.28,0.0,10.6,False
5.0,0.8,1.0165,1.03,0.0,2.0,10.3,False
4.0,0.8,1.0187,1.35,0.0,6.4,11.2,False
7.0,0.87,1.0036,0.41,0.57,0.7,8.9,False
7.0,0.86,1.0045,0.65,1.28,1.4,7.0,False
8.0,0.8,1.0087,0.47,0.43,0.3,7.7,False
8.0,0.93,1.0105,0.19,1.52,0.0,9.8,False
8.0,0.89,1.0074,0.39,0.44,0.0,12.9,False
5.0,0.84,1.018,1.12,0.0,5.5,14.8,True
3.0,0.8,1.0139,1.23,0.0,9.4,14.3,True
8.0,0.9,1.0147,0.29,2.54,0.1,12.9,False
7.0,0.88,1.0066,0.53,0.27,0.6,9.5,False
6.0,0.92,1.0023,0.37,0.92,0.0,10.6,False
4.0,0.91,1.0012,0.79,0.18,2.5,11.6,False
4.0,0.81,1.0088,1.08,0.0,7.8,10.7,False
8.0,0.9,1.0154,0.21,0.0,0.0,10.1,False
8.0,0.92,1.0171,0.18,0.0,0.0,9.6,False
7.0,0.81,1.0265,0.3,0.01,0.0,11.0,False
7.0,0.8,1.0257,0.36,0.03,0.0,6.9,False
7.0,0.83,1.0215,0.5,0.22,1.8,6.4,False
7.0,0.85,1.0181,0.64,0.0,1.3,3.9,False
8.0,0.85,1.0125,0.33,0.0,0.0,2.2,False
8.0,0.85,1.0117,0.23,0.11,0.0,2.0,False
8.0,0.88,1.0176,0.24,0.0,0.0,3.0,False
8.0,0.79,1.0228,0.22,0.15,0.0,4.0,False
6.0,0.82,1.0265,0.38,0.13,1.0,3.7,False
4.0,0.73,1.0296,0.6,0.0,3.1,2.2,False
7.0,0.79,1.0314,0.56,0.0,0.7,2.1,False
8.0,0.8,1.0303,0.3,0.0,0.0,4.7,False
8.0,0.67,1.0218,0.1,0.02,0.0,8.8,False
6.0,0.7,1.0173,0.65,0.48,3.9,5.0,False
8.0,0.83,1.0267,0.3,0.0,0.0,1.2,False
7.0,0.77,1.0256,0.37,0.07,0.6,9.0,False
8.0,0.85,1.0275,0.21,0.02,0.0,9.2,False
6.0,0.94,1.0312,0.49,0.0,0.7,3.5,False
6.0,0.86,1.0286,0.61,0.0,3.2,3.0,False
5.0,0.87,1.0268,0.5,0.02,3.5,6.0,False
8.0,0.97,1.0135,0.08,0.05,0.0,5.5,False
8.0,0.95,1.011,0.06,0.02,0.0,3.1,False
4.0,0.95,1.0103,0.18,0.33,0.7,1.5,False
6.0,0.91,1.0119,0.35,0.8,0.7,3.0,False
7.0,0.93,1.0207,0.33,0.14,1.1,4.7,False
8.0,0.96,1.0284,0.13,0.01,0.0,4.5,False
8.0,0.93,1.0307,0.29,0.0,0.1,0.9,False
5.0,0.94,1.03,0.16,0.0,0.0,0.2,False
8.0,0.84,1.0298,0.18,0.0,0.0,0.8,False
8.0,0.82,1.0261,0.25,0.0,0.0,1.2,False
7.0,0.88,1.0262,0.55,0.0,3.3,1.1,False
6.0,0.87,1.0304,0.54,0.0,4.1,-0.1,False
2.0,0.89,1.0318,0.62,0.0,6.7,-1.1,False
0.0,0.88,1.0314,0.59,0.0,5.9,-0.8,False
2.0,0.88,1.0279,0.51,0.0,3.1,-1.4,False
3.0,0.87,1.0181,0.5,0.03,3.9,0.0,False
8.0,0.72,1.0057,0.17,0.14,0.0,6.6,False
4.0,0.67,1.0147,0.38,0.41,1.8,3.1,False
8.0,0.93,1.006,0.07,2.03,0.0,0.8,False
0.0,0.86,1.02,0.66,0.0,7.3,-4.1,False
5.0,0.88,1.0262,0.11,0.0,0.0,-3.3,False
5.0,0.8,1.028,0.59,0.06,5.0,-5.2,False
8.0,0.88,1.0206,0.24,0.04,0.0,3.2,False
7.0,0.72,1.0142,0.38,0.0,0.9,8.3,False
8.0,0.85,1.0024,0.22,1.0,1.6,5.3,False
8.0,0.96,1.0032,0.07,0.77,0.0,1.2,False
8.0,0.91,1.0156,0.05,0.09,0.0,0.8,False
8.0,0.88,1.0148,0.15,0.32,0.0,0.3,False
8.0,0.88,1.0279,0.21,0.05,0.0,1.6,False
6.0,0.85,1.0358,0.49,0.0,1.8,0.5,False
8.0,0.92,1.0323,0.17,0.16,0.0,0.2,False
7.0,0.94,1.029,0.3,0.07,0.3,3.8,False
5.0,0.78,1.0382,0.43,0.0,1.9,3.7,False
6.0,0.8,1.0331,0.28,0.11,0.3,3.7,False
3.0,0.81,1.0355,0.64,0.0,4.5,5.7,False
3.0,0.7,1.028,0.69,0.03,6.4,6.1,False
6.0,0.83,1.0307,0.3,0.06,0.0,8.6,False
0.0,0.86,1.0296,0.69,0.0,7.2,5.4,False
3.0,0.79,1.0311,0.69,0.0,7.3,4.6,False
7.0,0.84,1.0286,0.41,0.22,0.7,5.1,False
0.0,0.85,1.0326,0.72,0.0,6.7,0.4,False
1.0,0.78,1.0301,0.76,0.0,7.6,-0.5,False
0.0,0.81,1.0299,0.76,0.0,7.4,-1.2,False
1.0,0.85,1.026,0.72,0.0,7.1,-0.7,False
8.0,0.81,1.0086,0.14,0.32,0.0,2.6,False
8.0,0.74,1.0173,0.12,0.06,0.0,6.5,False
7.0,0.77,1.0141,0.22,0.63,0.0,6.6,False
5.0,0.74,1.0192,0.5,0.0,3.4,2.6,False
6.0,0.78,1.0179,0.48,0.08,1.4,-1.2,False
7.0,0.83,1.0192,0.39,0.12,0.0,-2.9,False
7.0,0.76,1.0198,0.53,0.0,0.8,-3.7,False
5.0,0.75,1.0199,0.63,0.0,2.3,-6.1,False
7.0,0.73,1.0156,0.8,0.0,2.4,-4.6,False
1.0,0.67,1.0232,0.91,0.0,7.7,-5.9,False
8.0,0.69,1.0308,0.38,0.07,0.0,-0.7,False
8.0,0.84,1.0268,0.46,0.13,0.7,2.0,False
7.0,0.84,1.0324,0.45,0.01,0.2,1.7,False
6.0,0.85,1.0327,0.57,0.0,1.3,2.6,False
5.0,0.8,1.0314,0.94,0.0,5.1,1.4,False
1.0,0.76,1.0258,1.01,0.0,8.3,0.8,False
4.0,0.81,1.026,0.7,0.0,1.8,0.7,False
5.0,0.8,1.0269,0.91,0.0,4.3,1.6,False
3.0,0.67,1.0303,1.01,0.0,6.1,2.9,False
1.0,0.6,1.0331,1.11,0.0,9.1,3.5,False
8.0,0.81,1.0274,0.12,0.38,0.0,6.6,False
7.0,0.76,1.0133,0.28,0.54,0.0,10.2,False
7.0,0.8,1.0052,0.42,0.33,0.3,3.0,False
7.0,0.84,1.01,0.76,0.0,1.4,-0.3,False
7.0,0.81,1.0186,0.53,0.0,0.1,-1.1,False
8.0,0.82,1.0239,0.5,0.0,0.3,-1.3,False
7.0,0.77,1.0229,0.32,0.01,0.0,-0.9,False
8.0,0.79,1.0097,0.99,0.01,3.8,0.2,False
7.0,0.78,1.0104,0.84,0.06,0.6,-2.2,False
5.0,0.76,1.0138,0.93,0.0,1.8,-2.0,False
7.0,0.79,1.0159,0.7,0.0,0.1,-2.7,False
7.0,0.71,1.0135,0.73,0.0,0.7,-1.3,False
1.0,0.6,1.0209,1.72,0.0,9.9,-6.2,False
1.0,0.66,1.015,1.62,0.0,7.9,-7.6,False
3.0,0.63,1.0091,1.65,0.0,9.4,-3.9,False
4.0,0.58,1.0075,1.48,0.0,7.2,0.5,False
7.0,0.79,1.0073,0.78,0.06,0.1,-0.3,False
8.0,0.84,1.0267,0.78,0.26,0.4,1.6,False
8.0,0.78,1.0295,0.56,0.0,0.4,3.0,False
5.0,0.76,1.0283,0.9,0.0,2.9,2.6,False
4.0,0.66,1.02,1.57,0.0,6.8,2.5,False
8.0,0.7,1.0106,0.33,0.19,0.0,3.4,False
3.0,0.66,1.0155,1.92,0.0,10.2,2.2,False
5.0,0.61,1.0169,1.76,0.0,8.2,5.4,False
1.0,0.54,1.0289,1.95,0.0,11.1,11.2,True
4.0,0.54,1.0303,1.8,0.0,9.6,13.0,True
1.0,0.58,1.0288,1.95,0.0,11.2,13.8,True
2.0,0.62,1.0228,1.94,0.0,10.6,13.6,True
7.0,0.77,1.0188,1.36,0.0,4.1,12.0,False
6.0,0.8,1.0183,1.94,0.0,9.0,13.2,True
8.0,0.85,1.0179,0.9,0.86,1.5,12.1,False
4.0,0.72,1.0172,1.77,0.04,7.1,12.5,False
7.0,0.87,1.0079,0.78,0.16,0.7,11.3,False
7.0,0.75,1.0134,1.15,0.0,1.2,11.9,False
7.0,0.8,1.0137,1.22,0.41,1.6,11.7,False
8.0,0.74,1.0163,1.19,0.0,1.0,11.0,False
6.0,0.8,1.0217,1.22,0.08,1.9,9.6,False
3.0,0.62,1.0235,2.2,0.0,10.4,10.9,False
2.0,0.53,1.0217,2.24,0.0,11.5,11.6,True
1.0,0.52,1.0239,2.28,0.0,11.0,11.9,True
2.0,0.5,1.0251,2.3,0.0,11.5,11.9,True
8.0,0.69,1.0268,0.5,0.01,0.0,10.4,False
7.0,0.66,1.0208,1.82,0.1,5.8,13.2,False
5.0,0.69,1.0254,1.59,0.01,4.9,5.1,False
4.0,0.54,1.0234,2.02,0.0,6.3,9.1,False
8.0,0.69,1.0193,0.84,0.0,0.0,8.7,False
6.0,0.67,1.0048,2.15,0.0,7.1,10.9,False
8.0,0.81,0.9986,0.38,1.86,0.0,8.6,False
8.0,0.92,1.0002,0.39,1.12,0.0,6.3,False
8.0,0.8,1.0033,1.15,0.39,0.9,10.5,False
7.0,0.74,1.006,1.11,0.04,0.7,9.5,False
6.0,0.78,1.0166,1.41,0.0,2.2,8.1,False
1.0,0.54,1.0155,2.86,0.0,12.2,9.3,False
7.0,0.7,1.0127,1.03,0.27,1.6,10.7,False
7.0,0.82,1.011,0.98,0.06,0.2,10.8,False
6.0,0.7,1.0169,1.89,0.07,3.2,12.8,False
7.0,0.72,1.022,2.0,0.0,4.1,14.4,True
5.0,0.61,1.0199,2.65,0.0,9.7,17.8,True
4.0,0.52,1.013,2.74,0.0,10.9,20.6,True
4.0,0.53,1.0149,2.22,0.16,6.8,19.9,False
6.0,0.86,1.0174,1.0,0.89,0.9,14.7,False
7.0,0.84,1.0168,1.39,0.41,1.9,11.8,False
7.0,0.84,1.0171,1.6,0.51,2.2,11.4,False
7.0,0.79,1.0191,0.8,0.85,1.1,10.0,False
5.0,0.61,1.0143,2.78,0.0,8.6,10.1,False
5.0,0.63,1.0161,2.42,0.0,6.6,9.7,False
2.0,0.66,1.0206,3.06,0.0,12.7,9.4,False
5.0,0.73,1.016,1.89,0.0,3.9,13.6,False
7.0,0.92,1.0139,0.63,0.88,0.0,9.9,False
5.0,0.77,1.0125,2.85,1.46,7.2,12.3,False
8.0,0.82,1.0199,0.72,0.47,0.0,9.0,False
4.0,0.62,1.019,2.99,0.3,11.4,17.4,False
8.0,0.82,1.0156,1.19,0.07,1.1,16.7,False
5.0,0.86,1.0148,1.48,1.75,2.4,14.6,False
7.0,0.9,1.0205,1.08,0.48,1.2,12.1,False
4.0,0.67,1.025,3.16,0.0,12.3,14.7,True
4.0,0.6,1.0244,3.15,0.0,13.4,18.2,True
1.0,0.62,1.02,3.18,0.0,14.1,21.1,True
3.0,0.58,1.0158,2.88,0.0,13.5,22.8,True
4.0,0.67,1.015,2.9,0.0,11.4,23.3,True
2.0,0.56,1.018,3.22,0.0,13.2,17.7,True
3.0,0.59,1.0133,2.97,0.43,10.7,20.8,False
7.0,0.61,1.0207,2.01,0.0,2.0,16.1,True
7.0,0.77,1.0213,1.32,0.58,0.2,14.6,False
4.0,0.58,1.0322,2.76,0.0,8.3,11.9,True
6.0,0.57,1.0275,2.28,0.0,6.1,12.0,True
3.0,0.56,1.0208,2.86,0.0,11.5,13.3,True
4.0,0.59,1.0135,2.94,0.0,9.6,15.1,True
2.0,0.69,1.0101,2.65,0.16,7.6,15.9,False
6.0,0.85,1.009,1.83,1.99,3.3,16.9,False
8.0,0.91,1.0133,0.91,0.96,0.0,16.2,False
5.0,0.71,1.02,2.67,0.0,7.9,18.5,True
3.0,0.68,1.0232,2.94,0.0,9.4,22.2,True
0.0,0.51,1.018,3.47,0.0,15.1,22.4,True
0.0,0.47,1.0156,3.47,0.0,15.0,23.7,True
6.0,0.54,1.0167,3.06,0.0,11.9,24.7,True
5.0,0.62,1.0195,2.88,0.0,12.3,24.4,True
6.0,0.64,1.0149,2.38,0.0,8.0,25.5,True
3.0,0.66,1.0143,2.56,0.3,9.1,25.1,False
4.0,0.8,1.0098,2.09,2.69,6.5,21.9,False
7.0,0.74,1.0122,2.29,0.33,5.1,19.9,False
6.0,0.72,1.0185,1.79,0.14,2.3,17.2,False
8.0,0.8,1.0228,1.39,0.0,0.3,18.0,True
2.0,0.7,1.0175,2.67,0.0,10.6,21.3,True
4.0,0.66,1.0165,3.03,0.23,10.5,15.6,False
8.0,0.82,1.0153,1.08,0.51,0.7,13.5,False
7.0,0.79,1.0166,1.59,0.01,1.9,14.1,False
6.0,0.83,1.0211,1.98,0.81,5.2,17.0,False
5.0,0.89,1.0248,1.79,1.91,3.0,16.9,False
7.0,0.86,1.0238,2.07,0.82,4.7,17.8,False
1.0,0.54,1.0197,3.34,0.0,14.5,22.1,True
4.0,0.54,1.017,2.97,0.04,10.3,23.4,False
6.0,0.68,1.0154,1.93,0.02,6.4,22.9,False
1.0,0.62,1.0145,3.11,0.0,12.9,23.7,True
4.0,0.73,1.0116,1.81,1.47,4.9,21.1,False
6.0,0.72,1.0205,1.99,0.01,3.4,18.8,False
7.0,0.63,1.0241,2.04,0.11,3.8,18.7,False
5.0,0.69,1.0149,1.7,0.0,3.5,17.6,True
5.0,0.67,1.0119,2.42,0.01,5.9,18.2,False
7.0,0.79,1.0102,1.24,0.92,0.4,19.0,False
7.0,0.9,1.0107,0.82,0.23,0.2,18.8,False
6.0,0.75,1.0123,2.78,0.02,7.9,21.5,False
2.0,0.62,1.0105,2.93,0.0,12.2,25.4,True
3.0,0.61,1.0115,2.88,0.0,12.4,26.8,True
6.0,0.76,1.0137,1.99,1.51,5.1,22.4,False
5.0,0.67,1.0166,2.64,0.0,8.1,18.5,True
5.0,0.66,1.0167,2.64,0.2,8.4,19.1,False
8.0,0.95,1.0179,0.23,1.63,0.0,15.3,False
7.0,0.79,1.0216,1.55,0.08,2.7,17.4,False
1.0,0.65,1.0247,3.0,0.0,11.7,17.6,True
3.0,0.66,1.0218,2.72,0.13,9.9,18.2,False
6.0,0.69,1.0184,1.79,0.0,2.2,18.0,True
4.0,0.7,1.016,1.81,0.0,3.8,14.9,True
3.0,0.69,1.0181,2.42,0.0,8.8,14.0,True
0.0,0.63,1.0159,3.03,0.0,13.2,15.8,True
3.0,0.68,1.0155,2.7,0.3,10.3,18.5,False
6.0,0.72,1.0189,2.23,0.0,5.8,17.7,True
7.0,0.82,1.0172,0.82,0.51,1.0,15.0,False
6.0,0.79,1.0202,1.66,0.0,5.1,16.0,True
1.0,0.7,1.017,2.77,0.0,12.6,18.4,True
3.0,0.68,1.0145,2.49,0.0,10.3,20.6,True
7.0,0.85,1.0184,0.91,0.26,0.2,16.2,False
8.0,0.94,1.0151,0.23,2.2,0.0,15.1,False
8.0,0.9,1.0132,0.44,0.22,0.0,17.1,False
7.0,0.78,1.0157,1.86,0.0,3.7,17.9,True
7.0,0.79,1.0151,1.63,0.0,5.1,18.0,True
8.0,0.84,1.0119,0.82,0.47,0.1,17.3,False
2.0,0.72,1.0211,2.25,0.0,9.6,17.4,True
0.0,0.75,1.0228,2.51,0.0,12.3,18.5,True
1.0,0.75,1.0223,2.44,0.0,12.2,21.2,True
1.0,0.71,1.0164,2.41,0.0,12.0,22.6,True
3.0,0.73,1.0169,2.04,0.0,8.7,22.0,True
3.0,0.78,1.0239,2.02,0.0,6.8,21.3,True
3.0,0.71,1.0157,1.99,0.01,8.7,19.9,False
2.0,0.7,1.0128,2.27,0.0,11.8,20.0,True
3.0,0.66,1.0143,2.21,0.12,11.0,21.4,False
6.0,0.82,1.0114,1.41,0.04,2.5,19.9,False
6.0,0.82,1.0114,1.29,1.83,2.1,18.8,False
6.0,0.82,1.0159,1.15,0.0,3.4,16.7,True
8.0,0.82,1.0251,0.96,0.0,0.3,17.4,True
7.0,0.79,1.0204,1.4,0.0,3.0,17.2,True
7.0,0.81,1.0179,0.55,0.0,0.7,10.3,False
7.0,0.73,1.0222,0.67,0.0,0.2,9.9,False
8.0,0.78,1.0227,0.87,0.0,0.7,10.1,False
3.0,0.76,1.0239,1.89,0.0,8.2,11.4,False
2.0,0.76,1.0179,1.74,0.0,9.3,15.9,True
5.0,0.76,1.0153,1.61,0.0,7.1,16.5,True
7.0,0.85,1.0219,0.76,0.0,1.2,15.6,True
7.0,0.79,1.0225,0.77,0.0,1.1,15.1,True
7.0,0.76,1.0222,0.81,0.0,0.8,13.5,False
6.0,0.77,1.0256,1.23,0.0,3.1,11.7,False
8.0,0.9,1.0181,0.41,1.54,0.0,12.2,False
7.0,0.92,1.0197,0.45,0.8,0.0,10.3,False
8.0,0.94,1.0226,0.15,0.56,0.0,10.0,False
8.0,0.95,1.0205,0.27,0.66,0.0,11.9,False
7.0,0.89,1.0219,0.97,0.01,2.0,12.4,False
8.0,0.92,1.0215,0.4,0.0,0.0,13.3,False
5.0,0.85,1.0195,1.13,0.0,3.7,13.9,True
3.0,0.83,1.0204,1.53,0.0,8.8,13.9,True
4.0,0.85,1.0193,1.47,0.0,8.3,13.2,True
3.0,0.8,1.0184,1.46,0.0,9.4,13.5,True
4.0,0.79,1.0197,1.4,0.0,8.8,12.2,True
1.0,0.78,1.0256,1.43,0.0,8.4,11.3,True
2.0,0.82,1.0271,1.38,0.0,7.6,10.6,False
2.0,0.86,1.0253,1.38,0.0,7.6,10.0,False
4.0,0.75,1.0206,1.26,0.0,7.4,7.9,False
8.0,0.88,1.0185,0.55,0.37,0.3,9.3,False
5.0,0.87,1.0149,1.08,0.0,4.3,12.7,True
5.0,0.84,1.0099,0.92,0.16,2.4,13.9,False
7.0,0.89,1.0097,0.68,1.82,1.7,14.8,False
6.0,0.87,1.0216,0.96,0.0,3.6,12.3,False
7.0,0.7,1.0184,0.84,0.0,2.6,14.7,True
5.0,0.7,1.0218,1.04,0.0,7.0,15.8,True
1.0,0.79,1.0214,1.2,0.0,9.5,13.4,True
2.0,0.76,1.0196,1.1,0.0,8.5,13.7,True
1.0,0.73,1.0182,1.12,0.0,9.0,13.7,True
7.0,0.74,1.0144,0.65,0.21,2.2,13.6,False
7.0,0.83,1.0198,0.53,0.17,0.3,11.9,False
2.0,0.8,1.0185,1.0,0.01,7.6,13.9,False
7.0,0.87,1.0179,0.42,0.89,0.8,12.5,False
6.0,0.82,1.0272,0.7,0.0,2.3,9.6,False
2.0,0.84,1.028,0.93,0.0,6.1,6.6,False
3.0,0.81,1.0276,0.77,0.0,4.4,7.1,False
3.0,0.8,1.0246,0.92,0.0,7.1,7.4,False
5.0,0.88,1.0249,0.78,0.0,4.7,6.7,False
8.0,0.9,1.0349,0.16,0.0,0.0,8.8,False
6.0,0.88,1.0309,0.39,0.0,0.2,8.2,False
6.0,0.86,1.0145,0.74,0.0,4.5,5.0,False
8.0,0.88,1.0068,0.19,0.1,0.0,5.9,False
7.0,0.81,1.0223,0.5,0.0,1.6,2.1,False
1.0,0.9,1.0302,0.71,0.01,4.3,-0.5,False
6.0,0.84,1.0335,0.76,0.0,5.6,-0.4,False
2.0,0.68,1.032,0.83,0.0,7.3,1.5,False
6.0,0.67,1.0291,0.36,0.0,2.4,0.7,False
5.0,0.66,1.0186,0.73,0.32,6.1,-2.2,False
4.0,0.78,0.9979,0.69,0.1,4.8,0.5,False
4.0,0.77,0.9974,0.7,0.0,7.0,-1.3,False
7.0,0.81,0.9998,0.3,0.01,0.0,-1.4,False
8.0,0.8,1.0037,0.21,0.8,0.0,2.2,False
8.0,0.96,1.007,0.19,0.61,0.0,1.9,False
8.0,0.92,1.0149,0.16,0.02,0.0,1.3,False
7.0,0.81,1.0044,0.34,0.0,0.0,4.7,False
8.0,0.6,1.0027,0.19,0.09,0.0,9.6,False
7.0,0.76,1.0035,0.35,0.04,1.4,6.2,False
5.0,0.87,1.0085,0.32,0.27,0.7,3.1,False
8.0,0.86,1.0186,0.18,0.08,0.0,3.3,False
8.0,0.92,1.019,0.14,0.87,0.1,2.2,False
8.0,0.93,1.0317,0.12,0.0,0.0,2.0,False
5.0,0.94,1.0371,0.23,0.0,0.0,-3.6,False
7.0,0.88,1.0318,0.1,0.0,0.0,-0.8,False
8.0,0.74,1.0277,0.17,0.0,0.0,0.9,False
5.0,0.8,1.0248,0.52,0.0,2.1,1.3,False
8.0,0.79,1.014,0.25,0.01,0.1,1.3,False
7.0,0.78,1.0289,0.25,0.09,0.0,-0.2,False
8.0,0.87,1.0335,0.21,0.0,0.0,0.0,False
8.0,0.79,1.035,0.11,0.0,0.0,-0.4,False
7.0,0.76,1.0345,0.31,0.0,0.0,0.5,False
5.0,0.84,1.0305,0.24,0.0,0.1,1.9,False
8.0,0.92,1.027,0.2,0.0,0.0,0.8,False
8.0,0.86,1.0216,0.17,0.0,0.0,2.5,False
8.0,0.85,1.014,0.36,0.0,0.9,1.0,False
7.0,0.82,1.0067,0.21,0.12,0.0,-2.0,False
8.0,0.83,1.0112,0.31,0.03,0.0,-5.4,False
7.0,0.81,1.0187,0.39,0.0,0.7,-4.0,False
8.0,0.9,1.0075,0.24,0.58,0.6,3.8,False
5.0,0.77,1.0076,0.46,0.02,3.1,4.6,False
8.0,0.9,1.0285,0.25,0.0,0.0,2.2,False
7.0,0.88,1.0258,0.26,0.0,0.0,0.2,False
2.0,0.79,1.0209,0.49,0.0,3.3,-1.8,False
2.0,0.81,1.0263,0.45,0.0,0.6,-2.6,False
1.0,0.84,1.0305,0.67,0.0,6.2,-3.6,False
1.0,0.81,1.0332,0.72,0.0,7.2,-3.6,False
1.0,0.83,1.0324,0.76,0.0,7.0,-4.0,False
0.0,0.84,1.0321,0.73,0.0,6.9,-5.2,False
0.0,0.81,1.0269,0.75,0.0,7.0,-5.0,False
3.0,0.8,1.0236,0.65,0.1,4.6,-3.9,False
8.0,0.87,1.0136,0.13,0.2,0.0,2.4,False
8.0,0.9,1.0256,0.59,0.0,3.3,2.8,False
4.0,0.78,1.0267,0.55,0.05,2.6,4.4,False
7.0,0.89,1.0328,0.3,0.0,0.0,1.8,False
4.0,0.72,1.0356,0.89,0.0,6.0,-2.1,False
5.0,0.78,1.0229,0.61,0.1,1.4,-2.4,False
8.0,0.9,1.0156,0.26,0.13,0.0,-1.6,False
8.0,0.93,1.0202,0.24,0.0,0.0,-5.8,False
8.0,0.89,1.0219,0.49,0.0,0.0,-6.5,False
7.0,0.87,1.0256,0.56,0.0,0.7,-4.8,False
1.0,0.85,1.0266,0.82,0.0,6.0,-4.4,False
1.0,0.86,1.025,0.86,0.0,5.9,-3.5,False
8.0,0.93,1.0223,0.58,0.0,2.2,-3.7,False
7.0,0.77,1.03,0.8,0.0,3.6,-2.4,False
7.0,0.75,1.0293,0.66,0.0,0.8,0.5,False
8.0,0.78,1.0262,0.2,0.0,0.0,2.9,False
8.0,0.76,1.0144,0.17,0.09,0.0,3.0,False
7.0,0.72,1.0212,0.66,0.0,1.5,0.8,False
4.0,0.73,1.0254,1.02,0.0,4.2,-0.8,False
8.0,0.79,0.9967,0.54,0.72,1.1,8.3,False
6.0,0.72,1.001,0.52,0.41,1.1,5.5,False
7.0,0.68,1.0028,1.0,0.18,4.5,6.8,False
6.0,0.76,1.0013,0.44,0.02,0.2,5.3,False
7.0,0.81,1.0049,0.77,0.38,2.6,5.5,False
4.0,0.77,1.0111,1.0,0.0,4.0,4.8,False
8.0,0.87,1.0189,0.24,0.0,0.0,3.1,False
8.0,0.9,1.0188,0.13,0.01,0.0,0.7,False
8.0,0.86,1.0114,0.34,0.34,0.0,0.0,False
8.0,0.91,1.0157,0.21,0.12,0.0,-1.6,False
3.0,0.72,1.0177,1.52,0.0,8.4,-2.1,False
8.0,0.75,1.0099,0.57,0.03,0.0,-0.9,False
4.0,0.69,1.01,1.2,0.06,4.1,-0.8,False
7.0,0.74,0.9991,0.9,0.63,1.1,5.1,False
8.0,0.94,0.9992,0.23,5.36,0.0,0.2,False
6.0,0.84,1.0093,1.24,0.1,3.8,-1.0,False
6.0,0.81,1.0188,0.91,0.0,1.8,0.0,False
6.0,0.7,1.0227,1.5,0.0,4.0,0.4,False
8.0,0.86,1.0114,0.36,0.67,0.0,1.5,False
8.0,0.74,1.0062,0.92,0.38,0.3,8.1,False
7.0,0.83,1.0107,0.48,0.07,0.3,2.4,False
